,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Cluster,Standard Description,Unit,Course
154,2023,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.2,CR,NT,5.NBT.A.2,Use the patterns in the number of zeros and the decimal point in decimal numbers to find products and quotients when multiplying and dividing by a power of 10.,4,53,52,1,Number and Operations in Base Ten,Understand the place value system.,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.",Topic 6: Use Models and Strategies to Divide Decimals,Math
155,2023,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.B.5,SR,NT,5.NBT.B.5,Solve a world problem involving multiplying a three-digit whole number by a three-digit whole number.,1,65,58,7,Number and Operations in Base Ten,Perform operations with multi-digit whole numbers and with decimals to hundredths.,Fluently multiply multi-digit whole numbers using the standard algorithm.,Topic 3: Fluently Multiply Multi Digit Whole Numbers,Math
156,2023,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.1,SR,NT,5.NBT.A.1,Determine the relationship of the value of a digit in one number compared to that digit in another number.,1,45,48,-3,Number and Operations in Base Ten,Understand the place value system.,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",Topic 1: Understanding Place Value,Math
157,2023,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.MD.B.2,SA,MD,5.MD.B.2,Complete a line plot using a given list of data and use information found in a given line plot to add fractions and mixed numbers with like denominators to solve a word problem.,2,55,43,12,Measurement and Data,Represent and interpret data.,"Make a line plot to display a data set of measurements in fractions of a unit (1/2 , 1/4 , 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally.",Topic 10: Represent and Interpret Data,STEM
158,2023,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.OA.A.2,SR,OA,5.OA.A.2,Identify a word expression that is equivalent to a given numerical expression that includes parentheses.,1,64,59,5,Operations and Algebraic Thinking,Write and interpret numerical expressions.,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them.",Topic 13: Write and Interpret Numerical Expressions,Math
159,2023,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.MD.C.5,SR,MD,5.MD.C.5,"Determine the volume of a right rectangular prism given the base of the prism, which is packed with cubes.",1,39,44,-5,Measurement and Data,Geometric measurement: Understand concepts of volume and relate volume to multiplication and to addition.,Relate volume to the operations of multiplication and addition and solve real-world and mathematical problems involving volume.,Topic 11: Understand Volume Concepts,STEM
160,2024,1,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA311299&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.MD.B.2,SR,MD,5.MD.B.2,Identify a line plot that displays a set of data measurements given in fractions with unlike denominators.,1,90,79,11,Measurement and Data,Represent and interpret data.,"Make a line plot to display a data set of measurements in fractions of a unit (1/2 , 1/4 , 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally.",Topic 10: Represent and Interpret Data,STEM
161,2024,2,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA900643667&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.OA.A.1,SR,OA,5.OA.A.1,Determine the location of parentheses that will make an expression equivalent to a given value.,1,73,75,-2,Operations and Algebraic Thinking,Write and interpret numerical expressions.,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",Topic 13: Write and Interpret Numerical Expressions,Math
162,2024,3,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA715102381&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.G.A.2,SA,GE,5.G.A.2,Graph three points in the first quadrant of the coordinate plane.,1,84,68,16,Geometry,Graph points on the coordinate plane to solve real-world and mathematical problems.,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation.",Topic 15: Algebra Analyze Patterns and Relationships,STEM
163,2024,4,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA000950721&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.1,SR,NT,5.NBT.A.1,Determine the relationship of the value of a digit in one decimal number compared to the value of that digit in other decimal numbers.,1,70,66,4,Number and Operations in Base Ten,Understand the place value system.,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",Topic 1: Understanding Place Value,Math
164,2024,5,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA306459&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.B.3,SR,NF,5.NF.B.3,Solve a word problem involving division of two whole numbers leading to an answer that is a fraction less than one.,1,62,60,2,Number and Operations Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,"Interpret a fraction as division of the numerator by the denominator (a/b = a ÷ b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, e.g., by using visual fraction models or equations to represent the problem. For example, interpret 3/4 as the result of dividing 3 by 4, noting that 3/4 multiplied by 4 equals 3, and that when 3 wholes are shared equally among 4 people each person has a share of size 3/4. If 9 people want to share a 50-pound sack of rice equally by weight, how many pounds of rice should each person get? Between what two whole numbers does your answer lie?",Topic 9: Apply Understanding of Division to Divide Fractions,Math
165,2024,6,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA900362696&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.4,SA,NT,5.NBT.A.4,Round a decimal number to the nearest whole number.,1,49,54,-5,Number and Operations in Base Ten,Understand the place value system.,Use place value understanding to round decimals to any place.,Topic 1: Understanding Place Value,Math
166,2024,7,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA903948538&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.MD.C.5,CR,MD,5.MD.C.5,"Use the volume formulas to find volumes of right rectangular prisms, determine the total volume of a figure composed of two right rectangular prisms, and find the length and width of a right rectangular prism given its total volume and height.",4,62,58,4,Measurement and Data,Geometric measurement: Understand concepts of volume and relate volume to multiplication and to addition.,Relate volume to the operations of multiplication and addition and solve real-world and mathematical problems involving volume.,Topic 11: Understand Volume Concepts,STEM
167,2024,8,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA001143716&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.B.5,SR,NF,5.NF.B.5,Compare the products of two fractions  to the size of one of the factors.,1,30,32,-2,Number and Operations Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,Interpret multiplication as scaling (resizing),Topic 8: Apply Understanding of Multiplication to Multiply Fractions,Math
168,2024,9,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA301147&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.B.6,SR,NT,5.NBT.B.6,Solve a word problem by finding the quotient of a four-digit dividend and a two-digit divisor.,1,65,68,-3,Number and Operations in Base Ten,Perform operations with multi-digit whole numbers and with decimals to hundredths.,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",Topic 5: Use Models and Strategies to Divide Whole Numbers,Math
169,2024,10,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA715102062&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.OA.A.1,SR,OA,5.OA.A.1,Place parentheses within an expression so that the expression is equal to a given value.,1,52,50,2,Operations and Algebraic Thinking,Write and interpret numerical expressions.,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",Topic 13: Write and Interpret Numerical Expressions,Math
170,2024,11,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA306437A&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.MD.A.1,SA,MD,5.MD.A.1,"Solve a multi-step, real-world word problem by converting cups to a fraction of a gallon and display the answer using a slider on a vertical number line.",1,34,31,3,Measurement and Data,Convert like measurement units within a given measurement system.,"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems.",Topic 12: Convert Measurements,STEM
171,2024,12,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA715102421&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.G.B.3,CR,GE,5.G.B.3,Identify rectangles and parallelograms and critique the reasoning of others about the attributes of rectangles and parallelograms.,4,45,42,3,Geometry,Classify two-dimensional figures into categories based on their properties.,"Understand that attributes belonging to a category of two-dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles.",Topic 16: Geometric Measurement: Classify Two Dimensional Figures,Math
172,2024,13,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA900371480&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.B.6,SR,NT,5.NBT.B.6,Find the quotients of 4-digit dividends and 2-digit divisors.,1,64,68,-4,Number and Operations in Base Ten,Perform operations with multi-digit whole numbers and with decimals to hundredths.,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",Topic 5: Use Models and Strategies to Divide Whole Numbers,Math
173,2024,14,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA301160&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.A.2,SR,NF,5.NF.A.2,Estimate the sum of two fractions that are less than one to solve a word problem.,1,48,31,17,Number and Operations Fractions,Use equivalent fractions as a strategy to add and subtract fractions.,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators, e.g., by using visual fraction models or equations to represent the problem. Use benchmark fractions and number sense of fractions to estimate mentally and assess the reasonableness of answers.",Topic 7: Use Equivelent Fractions and Strategies to Add and Subtract Fractions,Math
174,2024,15,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA201546463&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.MD.C.3,SR,MD,5.MD.C.3,Identify the statement that describes finding the volume of a right rectangular prism using unit cubes.,1,51,51,0,Measurement and Data,Geometric measurement: Understand concepts of volume and relate volume to multiplication and to addition.,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.,Topic 11: Understand Volume Concepts,STEM
175,2024,16,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA900885042&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.B.6,SA,NF,5.NF.B.6,Solve a real-world problem by multiplying two fractions with unlike denominators.,1,29,31,-2,Number and Operations Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem.",Topic 8: Apply Understanding of Multiplication to Multiply Fractions,Math
176,2024,17,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA624355953&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.OA.B.3,SA,OA,5.OA.B.3,"Determine the next three numbers in two different patterns given the rules of the patterns and the first two numbers in each pattern, and plot two ordered pairs created from corresponding terms on a coordinate plane.",2,74,51,23,Operations and Algebraic Thinking,Analyze patterns and relationships.,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane. For example, given the rule Add 3 and the starting number 0, and given the rule Add 6 and the starting number 0, generate terms in the resulting sequences, and observe that the terms in one sequence are twice the corresponding terms in the other sequence. Explain informally why this is so.",Topic 15: Algebra Analyze Patterns and Relationships,STEM
177,2024,18,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA000929280&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.2,SR,NT,5.NBT.A.2,Determine the quotient of a whole number and a power of ten.,1,60,68,-8,Number and Operations in Base Ten,Understand the place value system.,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.",Topic 6: Use Models and Strategies to Divide Decimals,Math
178,2024,19,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA000827038&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.A.1,SA,NF,5.NF.A.1,Solve a word problem with fractions with unlike denominators and represent the solution using a fraction model.,1,30,33,-3,Number and Operations Fractions,Use equivalent fractions as a strategy to add and subtract fractions.,"Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",Topic 7: Use Equivelent Fractions and Strategies to Add and Subtract Fractions,Math
179,2024,20,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA900353683&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.3,SR,NT,5.NBT.A.3,Determine the expanded form of a given decimal number to thousandths.,1,60,72,-12,Number and Operations in Base Ten,Understand the place value system.,"Read, write, and compare decimals to thousandths.",Topic 1: Understanding Place Value,Math
180,2024,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.MD.C.5,SR,MD,5.MD.C.5,Determine the expression that can be used to find the volume of a right rectangular prism that is being packed with unit cubes.,1,83,73,10,Measurement and Data,Geometric measurement: Understand concepts of volume and relate volume to multiplication and to addition.,Relate volume to the operations of multiplication and addition and solve real-world and mathematical problems involving volume.,Topic 11: Understand Volume Concepts,STEM
181,2024,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.3,SR,NT,5.NBT.A.3,Select decimal numbers that are larger than a given decimal number to thousandths.,1,81,87,-6,Number and Operations in Base Ten,Understand the place value system.,"Read, write, and compare decimals to thousandths.",Topic 1: Understanding Place Value,Math
182,2024,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.OA.B.3,SR,OA,5.OA.B.3,"Given the rules for two patterns, determine which numbers could be terms from the two patterns.",1,53,56,-3,Operations and Algebraic Thinking,Analyze patterns and relationships.,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane. For example, given the rule Add 3 and the starting number 0, and given the rule Add 6 and the starting number 0, generate terms in the resulting sequences, and observe that the terms in one sequence are twice the corresponding terms in the other sequence. Explain informally why this is so.",Topic 15: Algebra Analyze Patterns and Relationships,STEM
183,2024,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.B.7,CR,NF,5.NF.B.7,"Solve word problems involving division of whole numbers and unit fractions, identify equations that can be used with those numbers and fractions, and write a word problem that can be solved with a given expression.",4,42,39,3,Number and Operations Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.,Topic 9: Apply Understanding of Division to Divide Fractions,Math
184,2024,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.1,SR,NT,5.NBT.A.1,Determine the relationship of the value of a digit in one decimal number compared to the value of that digit in another decimal number.,1,55,47,8,Number and Operations in Base Ten,Understand the place value system.,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",Topic 1: Understanding Place Value,Math
185,2024,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.G.B.4,SR,GE,5.G.B.4,Classify shapes in a hierarchy.,1,65,56,9,Geometry,Classify two-dimensional figures into categories based on their properties.,Classify two-dimensional figures in a hierarchy based on properties.,Topic 16: Geometric Measurement: Classify Two Dimensional Figures,Math
186,2024,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.B.4,SR,NF,5.NF.B.4,Identify a real-world problem that represents a given multiplication equation with a unit fraction and a whole number.,1,29,32,-3,Number and Operations Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,. Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,Topic 8: Apply Understanding of Multiplication to Multiply Fractions,Math
187,2024,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.B.5,CR,NT,5.NBT.B.5,Solve real-world problems that involve finding the products of multi-digit whole numbers and justifying your answer to a real-world problem.,4,49,45,4,Number and Operations in Base Ten,Perform operations with multi-digit whole numbers and with decimals to hundredths.,Fluently multiply multi-digit whole numbers using the standard algorithm.,Topic 3: Fluently Multiply Multi Digit Whole Numbers,Math
188,2024,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.OA.A.2,SR,OA,5.OA.A.2,Identify expressions that are greater than a given expression by comparing the composition of the expressions rather than evaluating them.,1,29,38,-9,Operations and Algebraic Thinking,Write and interpret numerical expressions.,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them.",Topic 13: Write and Interpret Numerical Expressions,Math
189,2024,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.G.A.1,SR,GE,5.G.A.1,Determine the location of points on a coordinate plane based on the value of their y-coordinate.,1,67,69,-2,Geometry,Graph points on the coordinate plane to solve real-world and mathematical problems.,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the zero on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate).",Topic 14: Graph Points on the Coordinate Plane,STEM
190,2024,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.B.5,SR,NF,5.NF.B.5,"Identify the relationship between the product of a fraction and a mixed number and one of its factors, and identify the rationale for that relationship.",1,50,44,6,Number and Operations Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,Interpret multiplication as scaling (resizing),Topic 8: Apply Understanding of Multiplication to Multiply Fractions,Math
191,2024,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.2,SR,NT,5.NBT.A.2,Use a pattern of given products of decimal numbers multiplied by powers of 10 to find other products.,1,78,73,5,Number and Operations in Base Ten,Understand the place value system.,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.",Topic 6: Use Models and Strategies to Divide Decimals,Math
192,2024,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.MD.B.2,SR,MD,5.MD.B.2,Add mixed numbers to solve a problem involving information presented in a line plot.,1,52,52,0,Measurement and Data,Represent and interpret data.,"Make a line plot to display a data set of measurements in fractions of a unit (1/2 , 1/4 , 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally.",Topic 10: Represent and Interpret Data,STEM
193,2024,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.B.7,SA,NT,5.NBT.B.7,"Solve multi-step word problems with decimal numbers to hundredths using multiplication, addition, division, and subtraction.",2,43,40,3,Number and Operations in Base Ten,Perform operations with multi-digit whole numbers and with decimals to hundredths.,"Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",Topic 4: Use Models and Strategies to Multiply Decimals,Math
194,2024,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.OA.A.1,SR,OA,5.OA.A.1,Determine the value of given expressions with parentheses.,1,51,61,-10,Operations and Algebraic Thinking,Write and interpret numerical expressions.,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",Topic 13: Write and Interpret Numerical Expressions,Math
195,2024,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.B.4,SR,NF,5.NF.B.4,Determine the area of a rectangle with fractional side lengths.,1,55,53,2,Number and Operations Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,. Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,Topic 8: Apply Understanding of Multiplication to Multiply Fractions,Math
196,2024,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NBT.A.4,SR,NT,5.NBT.A.4,Round a decimal number to the nearest hundredth.,1,58,67,-9,Number and Operations in Base Ten,Understand the place value system.,Use place value understanding to round decimals to any place.,Topic 1: Understanding Place Value,Math
197,2024,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.MD.C.4,SR,MD,5.MD.C.4,"Determine the volume of a right rectangular prism, with dimensions in metric units, by counting the cubes that make up the prism.",1,60,61,-1,Measurement and Data,Geometric measurement: Understand concepts of volume and relate volume to multiplication and to addition.,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.",Topic 11: Understand Volume Concepts,STEM
198,2024,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.NF.B.6,SA,NF,5.NF.B.6,Solve a real-world problem involving multiplication of fractions.,1,27,26,1,Number and Operations Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem.",Topic 8: Apply Understanding of Multiplication to Multiply Fractions,Math
199,2024,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=5.OA.A.2,SR,OA,5.OA.A.2,Interpret a numerical expression with parentheses without evaluating it.,1,41,51,-10,Operations and Algebraic Thinking,Write and interpret numerical expressions.,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them.",Topic 13: Write and Interpret Numerical Expressions,Math
