,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Cluster,Standard Description
175,2024,16,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA136042342&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.B.4,SA,NS,6.NS.B.4,Determine the least common multiple of two numbers.,1,75,43,32,The Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,"Use prime factorization to find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1–100 with a common factor as a multiple of a sum of two relatively prime numbers. For example, express 36 + 8 as 4(9 + 2)."
176,2024,17,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA624253312&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.1,SA,EE,6.EE.A.1,"Determine which numerical multi-step expression with exponents represents a verbal description, then simplify another expression with exponents.",2,35,49,-14,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,Write and evaluate numerical expressions involving whole-number exponents.
177,2024,18,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA136500757&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.3,SA,GE,6.G.A.3,"Graph a triangle on a coordinate plane, given the coordinates of the vertices.",1,64,59,5,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.
178,2024,19,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA900284082&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.2,SR,EE,6.EE.A.2,Choose which mathematical expression represents a verbal description.,1,21,34,-13,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write, read, and evaluate expressions in which letters stand for numbers."
179,2024,20,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=MA736359148&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,"Solve a real-world problem to find the whole, given a part and the percent.",1,48,43,5,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
180,2024,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.1,SR,RP,6.RP.A.1,Determine which part/part ratio represents a given real-world situation.,1,76,78,-2,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,Understand the concept of a ratio including the distinctions between part:part and part:whole and the value of a ratio; part/part and part/whole. Use ratio language to describe a ratio relationship between two quantities.
181,2024,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.3,SA,GE,6.G.A.3,"Plot a rectangle on a coordinate plane, given the coordinates of its vertices.",1,82,77,5,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.
182,2024,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.5,SR,NS,6.NS.C.5,Solve a real-world problem involving positive and negative numbers.,1,75,65,10,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, and positive/negative electric charge). Use positive and negative numbers (whole numbers, fractions, and decimals) to represent quantities in real-world contexts, explaining the meaning of zero in each situation."
183,2024,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.5,CR,SP,6.SP.B.5,Determine and compare measures of center and variability given a data set and a real-world situation.,4,24,32,-8,Statistics and Probability,Summarize and describe distributions.,"Summarize numerical data sets in relation to their context, such as by:"
184,2024,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Solve a ratio problem using conversion of units within a measurement system.,1,88,76,12,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
185,2024,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.B.2,SR,NS,6.NS.B.2,Determine whether given division equations are true or false.,1,55,51,4,The Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,Fluently divide multi-digit numbers using the standard algorithm.
186,2024,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.4,SR,SP,6.SP.B.4,Identify the box plot that represents a set of data.,1,36,47,-11,Statistics and Probability,Summarize and describe distributions.,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots."
187,2024,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.2,CR,GE,6.G.A.2,Solve real-world problems involving volumes of right rectangular prisms built using cubes.,4,29,26,3,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume."," Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = lwh and V = Bh to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems."
188,2024,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.2,SR,EE,6.EE.A.2,Identify the parts of a mathematical expression and evaluate the expression for a specific value.,1,14,36,-22,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write, read, and evaluate expressions in which letters stand for numbers."
189,2024,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SA,RP,6.RP.A.3,Use a given rate to determine an equivalent rate in a real-world context.,1,68,66,2,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
190,2024,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.5,SR,EE,6.EE.B.5,Determine which values of a variable will make an inequality true.,1,58,52,6,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Understand solving an equation or inequality as a process of answering a question: Which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true. "
191,2024,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.8,SR,NS,6.NS.C.8,Use the coordinate plane to determine the distance between two graphed points that have the same x-value.,1,62,59,3,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
192,2024,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.3,SR,EE,6.EE.A.3,Apply the Distributive Property to identify an equivalent expression.,1,34,42,-8,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3(2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6(4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y."
193,2024,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SA,RP,6.RP.A.3,Find a unit price and use another unit price to solve a problem in a real-world context.,2,60,53,7,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
194,2024,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.4,SA,SP,6.SP.B.4,Interpret a circle graph to solve a real-world problem.,1,39,35,4,Statistics and Probability,Summarize and describe distributions.,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots."
195,2024,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.1,SA,EE,6.EE.A.1,"Given an expression with repeated multiplication, write an equivalent numerical expression with whole number exponents.",1,76,64,12,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,Write and evaluate numerical expressions involving whole-number exponents.
196,2024,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.1,SR,RP,6.RP.A.1,"Given descriptions of real-world situations, determine whether the situations can be represented by part/part or part/whole ratios.",1,63,58,5,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,Understand the concept of a ratio including the distinctions between part:part and part:whole and the value of a ratio; part/part and part/whole. Use ratio language to describe a ratio relationship between two quantities.
197,2024,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.6,SR,NS,6.NS.C.6,Identify an ordered pair that represents the location of a point after a reflection over an axis of the coordinate plane.,1,22,36,-14,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Understand a rational number as a point on the number line. Extend number line diagrams and
coordinate axes familiar from previous grades to represent points on the line and in the plane with
negative number coordinates. "
198,2024,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.1,SR,SP,6.SP.A.1,Determine which questions are statistical questions.,1,54,41,13,Statistics and Probability,Develop understanding of statistical variability.,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, “How old am I?” is not a statistical question, but “How old are the students in my school?” is a statistical question because one anticipates variability in students’ ages."
199,2024,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.6,SR,EE,6.EE.B.6,Determine which expression can be used to represent a real-world situation.,1,59,58,1,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."
